id,lemma,secondaryForm,partOfSpeech,etymology
22332,pověriti,,v.tr. pf.,
22335,pověrjennik,,m.anim.,
22336,pověrjennik,,m.anim.,
22342,vesde,,adv.,
22344,povsednji,,adj.,
22347,vsežèrny,,adj.,
22350,ręd,,m.,
22353,pŕvorędny,,adj.,
22356,odręd,,m.,
22358,podręditi,,v.tr. pf.,
22359,podręđati,,v.tr. ipf.,
22360,podrędny,,adj.,
22362,råzręd,,m.,
22363,råzporęđenıje,,n.,
22364,råzporęđenıje,,n.,
22366,uręđati,,v.tr. ipf.,
22369,uręditi,,v.tr. pf.,
22372,dovnųtra,(+2),prep.,
22373,dovnųtra,,adv.,
22376,vnųtrnosti,,f.pl.,
22378,"vnųtrišnji, vnųtrišny",,adj.,
22384,Gvatemala,,f.sg.,I
22385,gvatemaľsky,,adj.,
22386,Honduras,,m.sg.,
22387,hondurassky,,adj.,
22388,Argentina,,f.sg.,
22389,argentinsky,,adj.,
22390,igračka,,f.,
22391,pozajmati,,v.tr. ipf.,
22392,egoizm,,m.sg.,
22393,egoist,,m.anim.,
22394,egoističny,,adj.,
22395,izvnųtra,,adv.,
22397,kukla,,f.,
22398,ljaljka,,f.,
22400,marionetka,,f.,
22401,oběćivati,,v.tr. ipf.,
22402,věće,,n.,
22404,privět,,m.,
22405,privětlivy,,adj.,
22408,zavěćanıje,,n.,
22410,zavět,,m.,
22412,voziḓlo,,n.,
22413,parovoz,,m.,
22414,dovoz,,m.,
22415,v’voz,,m.,
22416,v’voziti,,v.tr. ipf.,
22417,v’vezti,,v.tr. pf.,
22419,vid,,m.,
22423,vidnokrųg,,m.,
22425,prividěnıje,,n.,
22427,providěnıje,,n.,
22428,Providěnıje,,n.,
22429,zavisť,,f.,
22430,zavistny,,adj.,
22431,visělica,,f.,
22432,sųvisly,,adj.,
22433,žuri,,m.indecl.,
22434,Bolivija,,f.sg.,
22435,bolivijsky,,adj.,
22436,Ekvador,,m.sg.,
22437,ekvadorsky,,adj.,
22438,Gajana,,f.sg.,
22439,gajansky,,adj.,
22440,Kolumbija,,f.sg.,
22441,kolumbijsky,,adj.,
22442,Paragvaj,,m.sg.,
22443,paragvajsky,,adj.,
22446,Surinam,,m.sg.,
22447,surinamsky,,adj.,
22448,Urugvaj,,m.sg.,
22449,urugvajsky,,adj.,
22451,venezueľsky,,adj.,
22452,Bahamy,,f.pl.,
22453,bahamsky,,adj.,
22454,Beliz,,m.sg.,
22455,Dominikanska Republika,,f.sg.,
22456,Haiti,,m.indecl.,
22457,haitiansky,,adj.,
22458,jamajsky,,adj.,
22459,Kostarika,,f.sg.,
22460,kostarikansky,,adj.,
22461,Meksiko,,n.sg.,
22463,nikaraguansky,,adj.,
22464,Panama,,f.sg.,
22465,panamsky,,adj.,
22466,Salvador,,m.sg.,
22467,salvadorsky,,adj.,
22468,vlada,,f.,
22471,vladèc,,m.anim.,
22473,vladyka,,m.anim.,
22476,"vladati, vlåděti",(+5),v.intr. ipf.,
22477,"vladati, vlåděti",(+5),v.intr. ipf.,
22478,"vladati, vlåděti",(+5),v.intr. ipf.,
22479,"vladati, vlåděti",(+5),v.intr. ipf.,
22480,vlastny,,adj.,
22481,vlastničstvo,,n.,
22482,samovlastıje,,n.sg.,
22483,međuvlastıje,,n.,
22484,bezvlastıje,,n.sg.,
22485,bezvladny,,adj.,
22486,bezvladnosť,,f.sg.,
22487,bezvladnosť,,f.sg.,
22489,ovladyvati,,v.tr. ipf.,
22491,ovladyvati,,v.tr. ipf.,
22493,ovladnųti,,v.tr. pf.,
22494,ovladnųti,,v.tr. pf.,
22497,prėvladyvati,,v.ipf.,
22499,prėvladnųti,,v.pf.,
22501,privlastniti sobě,,v.tr. pf.,
22502,privlastnjati sobě,,v.tr. ipf.,
22505,sòvladyvati,,v.tr. ipf.,
22506,sòvladnųti,,v.tr. pf.,
22507,sòvladyvati,,v.tr. ipf.,
22508,sòvladnųti,,v.tr. pf.,
22511,vyvlastnjati,,v.tr. ipf.,
22512,vyvlastniti,,v.tr. pf.,
22513,zavladyvati,,v.tr. ipf.,
22514,zavladnųti,,v.tr. pf.,
22517,vlåčiti,,v.tr. ipf.,
22518,vlåčiti,,v.tr. ipf.,
22519,navlåka,,f.,
22520,oblėkti,,v.tr. pf.,
22523,oblėkti,,v.tr. pf.,
22524,oblėkati,,v.tr. ipf.,
22526,oblėkati,,v.tr. ipf.,
22528,oblåčiti,,v.tr. pf.,
22532,oblačati,,v.tr. ipf.,
22536,odvlėkati,,v.tr. ipf.,
22537,odvlėkti,,v.tr. pf.,
22538,odvlåčivati,,v.tr. ipf.,
22539,povlåka,,f.,
22543,privlėkateljny,,adj.,
22545,vodorod,,m.sg.,
22546,vųglovodan,,m.,
22547,vodobojaznj,,f.,
22548,vodoråvny,,adj.,
22549,vodozemny,,adj.,
22550,navodnjati,,v.tr. ipf.,
22551,navodniti,,v.tr. pf.,
22552,råzvodıje,,n.,
22554,verigy,,f.pl.,
22556,zatvor,,m.,
22557,svorènj,,m.,
22561,vrěti,(vri),v.intr. ipf.,
22563,s’variti,,v.tr. pf.,
22564,s’varjati,,v.tr. ipf.,
22565,vŕhovny,,adj.,
22566,dovŕšati,,v.tr. ipf.,
22567,dovŕšiti,,v.tr. pf.,
22568,povŕhny,,adj.,
22569,sòvŕšati,,v.tr. ipf.,
22571,sòvŕšiti,,v.tr. pf.,
22573,vrėmenny,,adj.,
22574,jednovrėmenny,,adj.,
22575,međuvrėmę,,n.,
22576,vŕgati,,v.tr. ipf.,
22577,vŕgnųti,,v.tr. pf.,
22578,oprovŕgati,,v.tr. ipf.,
22579,oprovŕgnųti,,v.tr. pf.,
22584,podvŕgati,,v.tr. ipf.,
22585,podvŕgnųti,,v.tr. pf.,
22588,privŕženèc,,m.anim.,
22590,s’vŕgati,,v.tr. ipf.,
22592,s’vŕgnųti,,v.tr. pf.,
22594,v’vŕgati,,v.tr. ipf.,
22595,v’vŕgnųti,,v.tr. pf.,
22596,v’vŕgati,,v.tr. ipf.,
22597,v’vŕgnųti,,v.tr. pf.,
22598,helij,,m.sg.,
22599,litij,,m.sg.,
22600,azot,,m.sg.,
22601,berylij,,m.sg.,
22602,bor,,m.sg.,
22603,kyslorod,,m.sg.,
22604,fluor,,m.sg.,
22605,neon,,m.sg.,
22606,natrij,,m.sg.,
22607,magnezij,,m.sg.,
22608,aluminij,,m.sg.,
22609,kremnij,,m.sg.,
22610,silicij,,m.sg.,
22611,fosfor,,m.sg.,
22612,sěra,,f.sg.,
22613,hlor,,m.sg.,
22614,argon,,m.sg.,
22615,kalij,,m.sg.,
22616,kalcij,,m.sg.,
22617,skandij,,m.sg.,
22619,vanadij,,m.sg.,
22620,hrom,,m.sg.,
22621,mangan,,m.sg.,
22622,kobalt,,m.sg.,
22623,nikelj,,m.sg.,
22624,cink,,m.sg.,
22625,arsen,,m.sg.,
22626,brom,,m.sg.,
22627,kadmij,,m.sg.,
22628,cin,,m.sg.,
22629,antimon,,m.sg.,
22630,jod,,m.sg.,
22631,iridij,,m.sg.,
22632,platina,,f.sg.,
22633,rtųť,,f.sg.,
22634,svinèc,,m.sg.,
22635,bismut,,m.sg.,I
22636,radij,,m.sg.,I
22638,plutonij,,m.sg.,I
22639,živo srėbro,,n.sg.,
22640,vŕtěti,(vŕti),v.tr. ipf.,
22641,vŕtěti,(vŕti),v.tr. ipf.,
22643,vŕtěti,(vŕti),v.intr. ipf.,I
22644,vrėteno,,n.,
22645,vŕnųti,,v.tr. pf.,
22646,vòzvraćati,,v.tr. ipf.,
22647,vòzvråtiti,,v.tr. pf.,
22653,vŕnųti sę,,v.refl. pf.,
22654,vråtiti sę,,v.refl. pf.,
22658,vraćati sę,,v.refl. ipf.,
22659,povŕtati,,v.tr. ipf.,
22660,povŕnųti,,v.tr. pf.,
22661,izvråtiti,,v.tr. pf.,
22662,izvraćati,,v.tr. ipf.,
22665,obraćati,,v.tr. ipf.,
22666,obråtiti,,v.tr. pf.,
22667,obraćati,,v.tr. ipf.,
22668,obråtiti,,v.tr. pf.,
22670,obraćati,,v.tr. ipf.,
22671,obråtiti,,v.tr. pf.,
22673,obråtiti,,v.tr. pf.,
22674,obraćati sę,,v.refl. ipf.,
22675,obråtiti sę,,v.refl. pf.,
22676,obraćati sę,,v.refl. ipf.,
22677,obråtiti sę,,v.refl. pf.,F
22678,obraćati sę,,v.refl. ipf.,
22679,obråtiti sę,,v.refl. pf.,
22681,obråtiti sę k,(+3),v.refl. pf.,
22682,obraćati sę k,(+3),v.refl. ipf.,
22684,obråt,,m.,
22685,obråtny,,adj.,
22686,obråtny,,adj.,
22691,odvraćati,,v.tr. ipf.,
22692,odvråtiti,,v.tr. pf.,
22694,povråtny bilet,,m.,
22695,povråtny,,adj.,
22697,povråtny moment,,m.,
22698,prėvråt,,m.,
22700,prėvråtny,,adj.,
22702,prėobråtiti,,v.tr. pf.,
22703,råzvråt,,m.,
22704,prėobraćati,,v.tr. ipf.,
22706,prėobraćati,,v.tr. ipf.,
22707,prėobråtiti,,v.tr. pf.,
22708,råzvråt,,m.,
22709,råzvråtnik,,m.anim.,
22712,råzvråtnosť,,f.,
22713,råzvråtnica,,f.,
22718,vòzvråtny,,adj.,
22720,zavråtny,,adj.,
22723,Vysočstvo,,n.,
22724,vysokoparny,,adj.,
22728,prėvyšati,,v.tr. ipf.,
22729,prėvysiti,,v.tr. pf.,
22736,vòzvyšati,,v.tr. ipf.,
22737,vòzvysiti,,v.tr. pf.,
22739,vòzvyšati,,v.tr. ipf.,
22742,vòzvysiti,,v.tr. pf.,
22743,sòzdavati,,v.tr. ipf.,
22744,sòzdati,,v.tr. pf.,
22746,zemjak,,m.anim.,
22748,ćuđezemèc,,m.anim.,
22749,tuzemèc,,m.anim.,
22750,prizemıje,,n.,
22751,zly,,adj.,
22755,zloradno,,adv.,
22758,zlosť,,f.,
22759,noty,,f.pl.,
22760,obuv,,f.,
22761,obuvka,,f.,
22764,Mongolija,,f.sg.,
22765,mongoľsky,,adj.,
22766,pakistansky,,adj.,
22767,Tajland,,m.sg.,
22768,korejsky,,adj.,
22769,Malajzija,,f.sg.,
22770,malajsky,,adj.,
22771,Sěverna Koreja,,f.sg.,
22772,Južna Koreja,,f.sg.,
22773,sěvernokorejsky,,adj.,
22774,južnokorejsky,,adj.,
22775,Nova Zelandija,,f.sg.,
22776,Etiopija,,f.sg.,
22777,etiopsky,,adj.,
22778,podslušivati,,v.tr. ipf.,
22779,načinati,,v.tr. ipf.,
22780,načęti,(načne),v.tr. pf.,
22788,počęti sę,(počne),v.tr. pf.,
22791,start,,m.,
22792,startovati,,v.tr. ipf./pf.,
22794,prośak,,m.anim.,
22795,žebrak,,m.anim.,
22797,izprositi,,v.tr. pf.,
22798,izprašati,,v.tr. ipf.,
22799,sirota,,f.,
22800,osirotiti,,v.tr. pf.,
22801,osiroćeny,,adj.,
22802,sirotišče,,n.,
22803,karton,,m.,
22806,marihuana,,f.,
22807,Tanzanija,,f.sg.,
22808,antisemitizm,,m.sg.,
22809,neprirodny,,adj.,
22810,aùtentičny,,adj.,
22811,sěčenj,,m.sg.,
22814,šalěti,,v.intr. ipf.,
22816,sŕdcevina,,f.,
22820,stalinizm,,m.sg.,
22821,socializm,,m.sg.,
22822,socialist,,m.anim.,
22823,nacionalist,,m.anim.,
22824,nacizm,,m.sg.,
22825,separatizm,,m.sg.,
22826,separatist,,m.anim.,
22829,znajemy,(-ogo),m.anim.,
22830,znajema,(znajemoj),f.,
22832,znatny,,adj.,
22833,šarlatan,,m.anim.,
22834,šarlatanstvo,,n.sg.,
22835,znahaŕ,,m.anim.,
22836,znalèc,,m.anim.,
22839,znak,,m.,
22840,značèk,,m.,
22841,značèk,,m.,
22844,znamę,,n.,
22845,znamenıje,,n.,
22846,znamenıje,,n.,
22848,marka,,f.,
22850,znamenovati,,v.tr. ipf.,
22851,znamenovati,,v.tr. ipf.,
22852,dvuznačny,,adj.,
22853,prirodoznavstvo,,n.sg.,
22855,naznačati,,v.tr. ipf.,
22856,naznačiti,,v.tr. pf.,
22858,naznačati,,v.tr. ipf.,
22859,naznačiti,,v.tr. pf.,
22860,oznanjati,,v.tr. ipf.,I
22861,oznaniti,,v.tr. pf.,I
22862,označati,,v.tr. ipf.,I
22863,označiti,,v.tr. pf.,I
22864,oznaka,,f.,I
22865,odznaka,,f.,
22871,prėdznak,,m.,I
22875,priznak,,m.,I
22880,råzpoznavati,,v.tr. ipf.,I
22882,råzpoznati,,v.tr. pf.,I
22883,råzpoznanıje,,n.,I
22884,sųznačny,,adj.,
22885,vyznavati,,v.tr. ipf.,I
22887,zvězdoznavstvo,,n.sg.,I
22888,zvězdoznavèc,,m.anim.,
22890,orati,(oře),v.ipf.,I
22891,dozor,,m.,I
22893,neobzrimy,,adj.,I
22894,obzor,,m.,I
22895,prav’zor,,m.,I
22896,prėzirati,,v.tr. ipf.,I
22899,prizrak,,m.,I
22900,zirkati,,v.intr. ipf.,I
22901,zirknųti,,v.intr. pf.,I
22906,zazor,,m.,I
22907,zazor,,m.,I
22908,mŕtvozornik,,m.anim.,I
22909,zvati,(zòve),v.tr. ipf.,I
22912,zvanıje,,n.,I
22915,odzyv,,m.,I
22916,prizvanıje,,n.,I
22917,prizvanıje,,n.,I
22925,vòzzvanıje,,n.,I
22929,žito,,n.,I
22930,žito,,n.,
22931,uživati,,v.tr. ipf.,
22932,užiti,(užive),v.tr. pf.,I
22935,naduživati,,v.tr. ipf.,I
22936,nadužiti,,v.tr. pf.,I
22939,prėžitòk,,m.,
22941,priživnik,,m.anim.,
22942,sųzvězdıje,,n.,
22943,jědomy,,adj.,
22944,męsojědny,,adj.,
22945,męsožerèc,,m.anim.,
22946,męsožerny,,adj.,
22947,råstlinožerèc,,m.anim.,
22948,råstlinožerny,,adj.,
22949,travojědny,,adj.,
22950,vsejědny,,adj.,
22951,vsejěd,,m.anim.,
22952,vsežerèc,,m.anim.,
22953,ljudojědsky,,adj.,
22954,mŕša,,f.,
22955,mŕšejěd,,m.anim.,
22956,ljudožerèc,,m.anim.,
22957,ljudožerstvo,,n.sg.,
22958,ljudožersky,,adj.,
22959,kanibal,,m.anim.,
22960,kanibalizm,,m.sg.,
22961,kanibaľsky,,adj.,
22962,žravy,,adj.,
22963,žŕḓlo,,n.,
22965,obžerstvo,,n.sg.,
22966,vyžerati,,v.tr. ipf.,
22970,vyžrěti,,v.tr. pf.,
22972,budžet,,m.,
22973,astrolog,,m.anim.,
22974,bezpokojenıje,,n.,
22975,blågos’klonnosť,,f.sg.,
22979,bųde/bųdųt,,v.aux. ipf.,
22980,buditelj,,m.anim.,
22981,čestnosť,,f.,
22983,črėzměrnosť,,f.sg.,
22984,črėzměrny,,adj.,
22985,cvětny pyl,,m.,
22986,davati zajèm,,v.ipf.,
22987,dati zajèm,,v.pf.,
22988,dobyvatelj,,m.anim.,
22991,vòzråstly,(-ogo),m.anim.,
22992,doråstly,(-ogo),m.anim.,
22993,dvujęzyčny,,adj.,
22994,dvujęzyčnosť,,f.sg.,
22995,dinamičny,,adj.,
22996,dinamika,,f.sg.,
23006,zvězdaŕ,,m.anim.,
23007,zvězdaŕstvo,,n.sg.,
23008,sųt,,v.aux. ipf.,
23009,råzorųžiti,,v.tr. pf.,
23010,råzorųžati,,v.tr. ipf.,
23011,horoskop,,m.,
23012,mikroskop,,m.,
23013,mikroskopičny,,adj.,
23014,milimetr,,m.,
23015,gram,,m.,
23016,miligram,,m.,
23017,centigram,,m.,
23018,mikrogram,,m.,
23019,litr,,m.,
23020,hektolitr,,m.,
23021,centilitr,,m.,
23022,mililitr,,m.,
23023,hektometr,,m.,
23024,ploditi,,v.tr. ipf.,
23025,ploditi,,v.tr. ipf.,
23026,s’ploditi,,v.tr. pf.,
23028,poroditi,,v.tr. pf.,
23029,porađati,,v.tr. ipf.,
23031,porađati,,v.tr. ipf.,
23038,kyslina,,f.,
23040,nakovaḓljnja,,f.,
23041,měrodajny,,adj.,
23042,menju,,m.indecl.,
23043,najdaljši,,adj.,
23044,najdalje,,adv.,
23045,myšelovka,,f.,
23046,umětna inteligencija,,f.,
23047,uměriti,,v.tr. pf.,
23049,staromodny,,adj.,
23050,doråstla,(doråstloj),f.,
23051,vòzråstla,(vòzråstloj),f.,
23052,vzajemnosť,,f.,
23054,zapaľnik,,m.,
23055,sòobćati sę,,v.refl. ipf.,
23056,posrany,,adj.,
23059,popušćati,,v.tr. ipf.,
23060,popustiti,,v.tr. pf.,
23065,råzmråziti,,v.tr. pf.,
23066,råzmražati,,v.tr. ipf.,
23069,råzprava,,f.,I
23071,råzuměnıje,,n.,I
23074,vid,,m.,
23075,vizija,,f.,
23078,obdivjati,,v.tr. ipf.,
23079,personaž,,m.,
23083,obdiv,,m.sg.,
23084,občudovati,,v.tr. ipf.,
23085,občudovanıje,,n.,
23090,ostrėženıje,,n.,
23095,prėduprėđenıje,,n.,I
23097,pavian,,m.anim.,I
23100,koliko-nebųď,,adv.,
23101,pohristijanjati,,v.tr. ipf.,I
23102,pohristijaniti,,v.tr. pf.,
23103,obhoditi sę bez,(+2),v.refl. ipf.,I
23108,konkretno,,adv.,S
23112,prėvoz,,m.,
23115,pokoliko,,conj.,
23118,slovesnosť,,f.,I
23119,piśmennosť,,f.,I
23120,nogavice,,f.pl.,I
23121,nogavky,,f.pl.,I
23124,nogavica,,f.,I
23125,nogavka,,f.,I
23128,odključati sę,,v.refl. ipf.,I
23129,odključiti sę,,v.refl. pf.,
23130,odključati,,v.tr. ipf.,
23131,odključiti,,v.tr. pf.,
23132,mahinacija,,f.,I
23140,mlyn,,m.,I
23143,pantofle,,m.pl.,
23144,papuče,,f.pl.,
23150,mlynaŕ,,m.anim.,
23151,kuvalda,,f.,
23152,mlåt,,m.,
23153,opyljati,,v.tr. ipf.,
23154,opyliti,,v.tr. pf.,
23155,opyljenıje,,n.,
23156,zųbna ščetka,,f.,
23157,zųbna pasta,,f.,
23158,zųbny lěkaŕ,,m.anim.,
23159,šampon,,m.,
23160,šampansko,(šampanskogo),n.,
23161,viski,,m./f.,
23162,kristal,,m.,
23163,kristaľny,,adj.,
23164,vabiti,,v.tr. ipf.,
23165,s’vabiti,,v.tr. pf.,
23166,vabik,,m.,
23167,ukrašati,,v.tr. ipf.,
23168,ukrasiti,,v.tr. pf.,
23169,ukrašenıje,,n.,
23170,dekoracija,,f.,
23171,trutènj,,m.anim.,
23172,privlėkateljnosť,,f.,
23173,pritęglivosť,,f.,
23174,pritęganıje,,n.,
23175,privlåčivati,,v.tr. ipf.,
23176,privlėkati,,v.tr. ipf.,
23177,privlėkti,,v.tr. pf.,
23178,pritęgati,,v.tr. ipf.,
23179,pritęgnųti,,v.tr. pf.,
23180,privabiti,,v.tr. pf.,
23182,privabjati,,v.tr. ipf.,S
23184,atrakcija,,f.,
23185,kotèl,,m.,
23189,koròk,,m.,
23194,domašnje životno,,n.,
23195,domašnji zvěŕ,,m.anim.,
23196,kokain,,m.sg.,
23197,amfiteatr,,m.,
23198,amfetamin,,m.sg.,
23199,hašiš,,m.sg.,
23200,opij,,m.sg.,
23202,morfin,,m.sg.,
23204,slaboumny,,adj.,
23205,råvnoběžny,,adj.,
23206,paralela,,f.,
23207,paraleľny,,adj.,
23208,analogija,,f.,
23209,analogičny,,adj.,
23212,kožěny,,adj.,
23213,nerv,,m.,
23220,dražlivy,,adj.,
23221,råzdražlivosť,,f.,
23222,nervozny,,adj.,
23223,centraľna nervna sistema,,f.sg.,
23224,nervny,,adj.,
23226,nervoznosť,,f.,
23227,profil,,m.,S
23228,elastičnosť,,f.sg.,
23229,idiot,,m.anim.,
23230,idiotsky,,adj.,
23231,kreten,,m.anim.,
23233,kretensky,,adj.,
23239,karta,,f.,
23240,estrada,,f.,
23241,podium,,m.,
23244,etap,,m.,
23246,fazovanıje,,n.sg.,
23247,observacija,,f.,
23249,poměšany,,adj.,
23250,råzměšany,,adj.,
23251,porter,,m.,
23252,vråtaŕ,,m.anim.,
23253,portier,,m.anim.,
23254,šiti,(šije),v.tr. ipf.,
23255,zašiti,(zašije),v.tr. pf.,I
23256,prišiti,(prišije),v.tr. pf.,I
23260,šèv,,m.,I
23261,pančoha,,f.,
23262,nejlon,,m.,
23263,nejlonovy,,adj.,
23264,škarpetka,,f.,
23265,ponožka,,f.,
23266,kanal,,m.,E
23268,kanalizovati,,v.tr. ipf.,I
23269,kanalizacija,,f.,
23271,poni,,m.anim.,
23272,podvodny,,adj.,
23273,fasolja,,f.,
23276,soda,,f.,
23277,alkoholik,,m.anim.,
23278,pijanica,,m./f.,
23279,žele,,n.indecl.,
23280,želatin,,m.sg.,
23281,mit,,m.,
23282,mitičny,,adj.,
23283,mitologija,,f.,
23284,mitologičny,,adj.,
23285,rentgenovy luč,,m.,
23286,rentgenovy s’nimòk,,m.,
23287,radiologija,,f.sg.,I
23288,radiolog,,m.anim.,I
23289,perla,,f.,
23290,sněžnoběly,,adj.,S
23292,naznačeny,,adj.,S
23293,ustaljeny,,adj.,
23294,lěpky,,adj.,
23296,lěpiḓlo,,n.,
23297,klejky,,adj.,I
23299,mistik,,m.anim.,I
23300,mističny,,adj.,I
23302,tajenstveny,,adj.,I
23303,tajenstvo,,n.,I
23305,palatka,,f.,I
23307,proba,,f.,I
23308,opyt,,m.,I
23309,pokušenıje,,n.,I
23311,poprobovati,,v.tr. pf.,I
23312,probuđeny,,adj.,I
23313,taksi,,m.indecl.,I
23314,taksometr,,m.,I
23315,iznajmati,,v.tr. ipf.,
23316,iznajęti,(iznajme),v.tr. pf.,
23319,čěkaljnja,,f.,
23321,atomna bomba,,f.,
23322,botanika,,f.sg.,
23323,botanik,,m.anim.,
23324,botaničny,,adj.,
23325,botaničny sad,,m.,
23326,Ministerstvo Vněšnjih Děl,,n.,
23327,Ministerstvo Vnųtrišnjih Děl,,n.,F
23330,kostno jędro,,n.,
23332,skrob,,m.sg.,
23333,milosť,,f.,
23334,nadměrnosť,,f.,M
23335,nadměrno,,adv.,
23336,črėzměrno,,adv.,
23339,iměti važnosť,,v.intr. ipf.,
23340,iměti značenıje,,v.intr. ipf.,
23341,nevažny,,adj.,
23343,odnesti sę k,(+3),v.refl. pf.,
23352,poråbovati,,v.tr. ipf.,
23353,poråbiti,,v.tr. pf.,
23354,normaľnosť,,f.,
23357,prėdvyšati,,v.tr. ipf.,
23359,prėroditi sę,,v.refl. pf.,
23360,prėrođenıje,,n.,
23361,proigranèc,,m.anim.,
23362,pylòk,,m.,
23363,končati sę,,v.refl. ipf.,
23364,s’končiti sę,,v.refl. pf.,I
23365,s’konstruovany język,,m.,
23367,volěti,(voli),v.tr. ipf.,F
23369,s’kryty,,adj.,
23372,skvṙčati,(skvṙči),v.intr. ipf.,
23373,s’pasenıje,,n.,
23375,v’pivati,,v.tr. ipf.,
23376,v’piti,(v’pije),v.tr. pf.,
23377,v’pivanıje,,n.sg.,
23378,v’niz,,adv.,
23389,pozajęti,(pozajme),v.tr. pf.,
23390,zajmodatelj,,m.anim.,
23391,zajmoprijmatelj,,m.anim.,
23396,v’plyvny,,adj.,I
23397,v’livny,,adj.,
23398,v’lamyvatelj,,m.anim.,
23399,grabiti,,v.intr. ipf.,
23400,ograbjati,,v.tr. ipf.,
23401,ograbiti,,v.tr. pf.,
23402,trofej,,m.,
23403,plen,,m.,
23405,pleniti,,v.tr. ipf.,
23406,graběž,,f.,
23408,heker,,m.anim.,
23409,benzin,,m.,
23412,homogenizovati,,v.tr. ipf.,
23415,zvųkozapis,,m.,I
23420,dostavka i popytka,,phrase,
23421,popytka i dostavka,,phrase,
23422,gril,,m.,
23423,piknik,,m.,
23424,trųba,,f.,
23426,råztrųbiti,,v.tr. pf.,
23427,kometa,,f.,
23428,koma,,f.,
23429,zapęta,(zapętoj),f.,
23430,fortepiano,,n.,
23431,klavir,,m.,
23432,oboj,,m.,
23433,klarnet,,m.,I
23434,flejta,,f.,
23435,trombon,,m.,E
23436,tuba,,f.,I
23437,fagot,,m.,I
23438,uvertura,,f.,
23439,prėdigra,,f.,
23440,violončelo,,n.,
23441,kontrabas,,m.,
23442,viola,,f.,
23443,alt,,m.,
23444,gitara,,f.,I
23445,harfa,,f.,
23446,točka s zapętojų,,f.,
23447,točka s komojų,,f.,
23448,orkestr,,m.,
23449,hor,,m.,
23451,nota,,f.,
23452,partitura,,f.,
23453,saksofon,,m.,
23454,dyhovy instrument,,m.,
23455,drėvěny dyhovy instrument,,m.,
23456,mědny dyhovy instrument,,m.,
23457,fanfara,,f.,I
23458,klavesin,,m.,
23459,čembalo,,n.,
23460,čelesta,,f.,
23461,lěsny rog,,m.,
23462,valtorna,,f.,I
23464,anglijsky rožèk,,m.,I
23465,flejta-pikolo,,f.,I
23466,Ministerstvo Finansov,,n.,I
23467,rubin,,m.,I
23468,sråka,,f.,I
23470,fazan,,m.anim.,
23471,sinica,,f.,S
23472,čajka,,f.,I
23473,čajka,,f.,I
23474,indyk,,m.anim.,I
23475,zęba,,f.,I
23477,Ministerstvo Obråny,,n.,
23478,boliglåv,,m.,I
23483,råzšnurovyvati,,v.tr. ipf.,
23484,råzšnurovati,,v.tr. pf.,
23489,kanarka,,f.,I
23490,algebra,,f.sg.,I
23491,anarhizm,,m.sg.,I
23492,algoritm,,m.,I
23493,anatomija,,f.sg.,I
23494,anatomičny,,adj.,I
23495,antropologija,,f.sg.,I
23496,aùtomobil,,m.,I
23497,Atlantičny okean,,m.sg.,F
23498,Indijsky okean,,m.sg.,F
23499,Tihy okean,,m.sg.,I
23500,Arktičny okean,,m.sg.,I
23501,Južny okean,,m.sg.,I
23502,ateizm,,m.sg.,I
23503,ateist,,m.anim.,I
23505,bakterija,,f.,I
23506,Baltičsko morje,,n.sg.,
23507,dira,,f.,
23508,čŕna dira,,f.,I
23509,dirigent,,m.anim.,
23510,budizm,,m.sg.,I
23511,budist,,m.anim.,
23512,kapitalizm,,m.sg.,
23513,kapitalist,,m.anim.,
23514,kapitalističny,,adj.,
23515,smŕtna kaznj,,f.,
23516,katolicizm,,m.sg.,I
23518,Varšava,,f.sg.,I
23519,Praga,,f.sg.,T
23520,Minsk,,m.sg.,S
23521,Bělgråd,,m.sg.,I
23522,Bratislava,,f.sg.,I
23523,London,,m.sg.,I
23524,Rimska imperija,,f.sg.,E
23525,Rim,,m.sg.,
23526,Atiny,,f.pl.,
23527,civilizacija,,f.,I
23530,oblėčenıje,,n.,I
23531,tanèc,,m.,
23532,Dunaj,,m.sg.,F
23533,diktatura,,f.,I
23534,dioda,,f.,I
23535,"diplomacija, diplomatija",,f.,I
23536,odomašnjenıje,,n.,I
23537,Vòzhodna Eùropa,,f.sg.,I
23538,Iztočna Eùropa,,f.sg.,
23539,Zapadna Eùropa,,f.sg.,
23540,ekologija,,f.sg.,I
23541,elektrotehnika,,f.sg.,I
23542,elektronična pošta,,f.sg.,I
23543,enzim,,m.,
23544,etika,,f.sg.,
23545,etičny,,adj.,
23546,evolucija,,f.sg.,
23553,råzvivati sę,,v.refl. ipf.,
23554,råzviti sę,(råzvije),v.refl. pf.,
23555,feminizm,,m.sg.,I
23556,svobodna volja,,f.,I
23558,fundamentalizm,,m.sg.,
23559,fundamentalističny,,adj.,
23561,žezlo,,n.,
23562,skipetr,,m.,I
23563,albatros,,m.anim.,
23564,galaktika,,f.,
23565,Mlėčny pųť,,m.sg.,
23566,Mlėčna dråga,,f.,
23567,kuhaŕstvo,,n.sg.,I
23568,geologija,,f.sg.,I
23569,geolog,,m.anim.,
23570,geologičny,,adj.,
23571,geometrija,,f.,
23572,gravitacija,,f.,
23573,podzemna voda,,f.,I
23574,hinduizm,,m.sg.,I
23575,hobi,,m.indecl.,I
23576,ideologičny,,adj.,M
23579,infračŕveno světlo,,n.,
23580,islam,,m.sg.,
